ID	Date	Review score	Review text	Sentiment	Label
3A6QU9xcFRPR3l6Y0RKTjZMNG1LREs3VkZWMEdpa19YUmJtUXAxai1vQmgycVUxNC02Rmw2Y2JoRkwwcDh6SXRTTGs4VWxRWi1DUXktaG9OZGVIdUVoNUZn	September 12, 2016	5	Very good interface, although perhaps a bit laggy at times transitioning. Good content with a few ads, I'd absolutely pay for an ad-free pro version if it existed. The lack of any required permissions is a welcome change!	+	MiP
3A6QU9xcFRPR3dkdklKQWdnNE5OM0xjRzdmMTNDdVFSaFdhWTlvZW1PbmFQSmNBTTR2RF9EcTc5UE9CQjJNNDVZazQzQkxlZDluajhQTWhrTUM4akNsSk5V	February 29, 2016	5	Does what it says, doesn't require any bull permissions that it doesn't need.	+	TMP
3A6QU9xcFRPR2ZzZDlobS1UQzhJbUM4cEhYYkZfSGVGVklZT2tZM2FHUUhpUnNKc2JVYWVnVVdHeE1EOWFKc2lCanl5d2xNQzNYT0RYMEZOXzZXNWJPOGl3	May 21, 2016	5	Easy to read. Doesn't require much space or invasive permissions. There are some paid only features that can useful but I haven't have the need to buy any.	+	MiP
3A6QU9xcFRPR2xPTkZMUUdySzFaS2Iyd1BYNDBDTjN2V1JLbDVQMU8zVUVWaUZuMHRxQ0o2QkNrM2phRUZTQnl1WVJoazd1WDhyUkgyWFJUckxIVXhVZFZN	August 22, 2016	5	I haven't experienced any ads.  There were no excessive permissions required to install.  It does what it's supposed to do.  This app gives you the ability to use your LED and your screen for lighting source if you choose.  No complaints.	+	MiP
3A6QU9xcFRPR2wxM0NFeDlyUi1Gd3hWSjg1dmNEWDNVYjViNlhBenpUWHl1dV9HaEhYeHlscEV4QnBoajc5dUNSdC1aNDlMTnZXUEF2WmkycVhrckpOYnlr	December 26, 2016	5	I've tried alot of VPNs but PIA has surpassed my expectaions! I highly recomend this app for your privacy needs!!!!	+	PP
3A6QU9xcFRPR2VuaUlZdGFJR0Jia2treUhaUFBYSTNZZ2xmZUxxSU9ZcmliT1o5TTlmNjlORFgzY3o3b0JHcHczbzhCdW5QdUFHcVk5NXRyTmd3azNaeE9n	October 30, 2016	5	Good transparency on permissions and smooth.	+	PP
3A6QU9xcFRPR2tuRV9ZbDFORVZKUVE0MFR5Njl4UlRLaHhUOEkzR0tpeW4zSzNWRWJSWWFIamFzX3g1Njdzc21rS3ZsYkx1WEVadGVmT1BCREsxQ1AzQktR	November 25, 2016	5	Privacy.	+	NR
3A6QU9xcFRPR2tCbW9BSnFHVTNsRGtHTlFnS29DenpwNzdTY1Rha1BPX0I0VmtQV2IxZnp0MFR3SDRqWkpER3N3c3pHWURuUjZOdTVxZEdqLWwxWnRza19v	December 7, 2016	5	This app does everything you will want from an audiobook player with no ads and only asks for permission to access your device's storage. My only request would be for the 10 second rewind function to jump to the  preceeding audio file in the play list. Currently the function stops at the beginning of the current file. However, everything else appears to be topnotch.	+	MiP
3A6QU9xcFRPR2szMllVQjJPRFhvQ2FKRDJqLW92N24zTkRoQzBDTVkzRy01MkdvSGFPVjEzajlzWi1FTkwyUFV1T0F2cWZrc1BBWjBXRkFpamZyNkpxUDRF	September 21, 2016	5	Looks very elegant, covers all the useful functionality and doesn't need unreasonable permissions either! So far, I love it! Plus it's open source!	+	MiP
3A6QU9xcFRPR2lkck1iM0xGdllPREtIWllaTDdSU1BLYnFxbEpjeG5XMEFjcVFzTEktdDNXZzJtc3IyMk11S3lrWUcyN1BFVHRBM2JYODloT3ZZdXV6X2Zv	January 9, 2016	5	My kids play on their i phone and leave me and my wife to have privacy	+	NR
3A6QU9xcFRPR2JvTmNwUEkzTklZOUY4OU1LZUJkRHJHVlpwX3VtTWQ0WmpyaFpJc3JaUENsVXh5Z3hFZ0VDWU52T1gwRWphX3NIT1plX3NPc0thZURadUxz	March 20, 2016	5	Thanks so much for removing the unnecessary permissions!	+	MiP
3A6QU9xcFRPR2JsMTE5eXpwS2xUbFJVTUxYVmdqcTdjRmJZRDl1eDBNcVFoTWxWdHR2OU1YcU9rQjNHRHg0Vlp1ZjV5ZlBRTzBUaVdOV1hFbVp0Wk1STjFZ	September 29, 2016	5	Very few permission requests, amazing alarm tones, daily motivational pics or video clips and pushes you to stay on top of your goals! Did I forget to say there are no advertisements and its FREE?! What is there not to love about this app?	+	MiP
3A6QU9xcFRPR2JKOXVlTGpWY3I2b1dTSFZxMTVGR1M5VjhUTkVlVFgwRElGaVNucVZ6aHhzWlVFdUtpcGV6N1ZlaF9ZZndlQmIzZnZkektpalI2NEdHT2o0	January 16, 2017	5	My friends liked it a great deal that even they downloaded the app on my recommendation. Such good physical TV remote replacing app. Its Privacy features has impressed her a lot.	+	PP
3A6QU9xcFRPR2JjbXpUQ0VNYXBRZ3BHV2JZVjFYaHhfVXJydDF2ejdIa3g5bFFjVkpHSFlqLUJzQXlKaDltNU1DbXBuYmpoNHZHbkhKc21MT2Jhd3RFeHAw	January 20, 2017	5	Awesome and valuable, live tracking so you know property boundaries, or owner information so one could contact for permission.	+	NR
3A6QU9xcFRPR2JacDVnS3lWT1l3V3NEa05MMDZ1LTZsdE9PM3hDT255T0pTakxXM25WczB4U215SHlPTmdWZUJPbVQ2WjVBVmg1MVhwRWNzbEMzOUNXVzcw	April 25, 2016	5	Great app unfortunately after upgrading to an lg g5 it was no longer working. Turns out I needed to manually allow all permissions via settings. Work great now	+	PRB, SP
3A6QU9xcFRPR2hVTU5YcjhuUVVxYjdFT2lNVUI4M05OcGFSaS1Xa1ZCZUtSelVQdGVFT2xjUWt3Q1R1SGhjU196cEd3V2ZmQmc4R3lSbVk1azNWQld0YWRz	July 4, 2016	5	Whether you hunt on your own or looking for a lease, this app will save you money and time. It will help you find out who to talk to a get permission to hunt or keep you from getting ripped off by lease scammers.	+	NR
3A6QU9xcFRPR2hHaGtFVmhpVHZkOWdlUnFqWTJTbjk2SWpENXFhZ3E1LVhicGFlOUtFaHhsN2NKUUFSWVFDMXBVaTZ5dXhXZlk3MGw5MnJrOVpxcHE2UVZv	June 27, 2016	5	Great flashlight app. I like the auto launch feature. Only asks for permission to camera on install.	+	MiP
3A6QU9xcFRPR2c3aWVQdmFEOXFBT1FvbmxIQ1FmdTJvZkJLTm5DWHRZNDJtSUF2UUs1TjBpYkRkSllSajduV3BZNkN0azhrZGNMVS1FUzZ5SVQ4RHBfbDdr	February 22, 2016	5	This is the best app in the market. And may be just 1 of 2-3 that doesn't request extra permissions, like access to your contacts and other sensitive data.	+	MiP
3A6QU9xcFRPR253T3M0WUVjTXFZY0lkYVExM2JMVU1oYl9ZUktVcVJZUm1mLU5TQ1BWeEhmaXN6S3hmY2trQlo4V3BMU0QzQTl6UE9hQ1hCVlQ0VUcxT2t3	February 12, 2016	5	The readings were consistent w/another device made specifically for reading electromagnetic fields ( gaussmeter). I was surprised and delighted the app did not request any ridiculous or unnecessary permission access... To top it off, it doesn't hog my device memory!! Recommended! Thank You	+	MiP
3A6QU9xcFRPR252QUhra2NYa0p1OW94ZXgxR09YOXJ1Z2hQNGRwdWNMR05KUmFHREFtblR5dk5VdnlMdFRvS0hFajl2MGFIVVFreVF1OXRlUnVZZ1g1Q0RZ	October 7, 2016	5	On my Samsung Tablet, I couldn't try unlock all of the ponies, and my mom was very mad at me for taking her card, so I have learned my lesson to never, ever take any people's things without permission.	-	NR
3A6QU9xcFRPR24yOUhWaTd2dDBxMUtPUHJ3RFIwUHczQjJtZ2dQc2x1NDMtV2tPV2o4SWxBdWE4ME4wV1VQNDh3QWxVWUNkck9iM1JQc0psbWJHQ3FocjdF	December 20, 2016	5	Best photo backup app. The simple to use. Love the privacy through links.	+	PP
3A6QU9xcFRPR21rU1EzdHk1Z3drY05WbXVCbXZxZDRteGs5cFg4eFJ1amNRdF83NU5RcmdIc2w3eXFhTFNSRnJBYUxYX3dsSzk2dTJMM0N1ZVdxd19VZDVJ"""	August 27, 2016	5	Privacy	+	NR
3A6QU9xcFRPR1Z2Vy12QWd0Tk9FaEh0eVFqTllvVUZlMFZXNzRQR3V4ZVlBc1hJVHBqZFhtVm02dE5ma0tNVU11dTdacE9JQXUyOHpVa2JMQnVlXzNUR1pn	July 22, 2016	5	This app is very amazing app it very usefull and fast. I know this app was use for personal privacy. My question i used this app for searching google and i connect to the  friends wifi he doest know that i connected. He can see my history browser using wifi history.? I know this app is private browser. Thx	+	NR
3A6QU9xcFRPR1Y5RkhabUJ0NmRDcVp4dXBHN01sNTc3WHRkZE1mbWV5T1JsQlRTM2lOTEdNdWx3NXpRNmNFaGFkNWFmZC1md3pMeHh1ZDFUWG54Y1dpSmtR	December 10, 2016	5	This is a TRUE vpn with no logging of ip or activities. The only complaint I have is not for this Android app but their pc app, it loads VERY slow. Other than that this is the best I have used and I have used a BUNCH of other \vpn\". ALWAYS read the privacy policy of any vpn and ensure it states NO IP LOGGING OR ACTIVITY LOGGING."	+	PP
3A6QU9xcFRPR1V1dFlFM1FnMEF2bDRTOXpZeDVqMU1NU0w3NlNNNVZyNS1lWWdiV1kwOXVON1F4bE8tM0VhYnVwN3lHdXMtdEZyUWZQM3NTZkpHTUZtN2s0	October 7, 2016	5	My privacy,  piece of mind,  simple to use.	+	PP
3A6QU9xcFRPR1UxeHZvVHY2WHVkSWUycGUzX1ZEbHhVbEdfdHlYUEp5cEJBZnBtNmktaG1WZFZ2djJscHlnZnVFVXpZVnZ3aE5VMmpZVnJISGs4Ymp3aUhR	November 25, 2016	5	I wish there was a way to temporarily download shows while on wifi so that the streaming service doesn't guzzle up data while on lte. Obviously with the permission of the user. The content as usual is great with all the variety expected of npr and the ability to subscribe to shows is appreciated. No big problems with the app so far other than data usage.	+	NR
3A6QU9xcFRPR1U5R0ViM2NnRE9mWHV3TnV0U0txRWVDcVV4OENjRFRxdnFMUGhXeEo1MkJTbmV4aXpuZjMwZGpHY3k5TUk0MHIwZTh4NTRrZUl2T0FISXhR	October 30, 2016	5	Honestly, this is a pretty great package for the money that you pay for a band. The only thing that I can't figure out, is why do they need permission to use my camera? It asks me to give it camera access every time I open the app.	+	UP, RPR
3A6QU9xcFRPR1hKc0lGbVRhTzNHTEJNTFVGR19SdXExcUZYNXJjel9jeGpUVzd5bkxqUE5UU1h6eVhmY3c4N1pIM19DRmQ4WFpoNkwtdUlJLWFyOWZPT1FF	April 19, 2016	5	Some guy came to my house and rooted my phone without my permission. PLEASE HELP I cannot activate samsung knox like that.	+	NR
3A6QU9xcFRPR1dUVkc2a0FETHAxNDVGR2lwSlRDZTY2b0ZrTGN3TWxiRWFkbmk3WXBmRGV0bFpERlpWSm56eEZkT1diQ0JsajZvT1RnblNUQTllX1RkTTZR	October 26, 2016	5	It is great to see the land owners of these properties and it shows a address. It shortens the time on getting permissions.	+	NR
3A6QU9xcFRPR1BITkdHVWNMaUIwaVNBeVpRUnRrbjBFY3Q3a3RnR0V2YkJmXy1sdnVnbzAzMEt1eV9oakQyVVI3WHlzNlJHOEFpNEpwbTNlTzJhQ0hoY3Jz	August 4, 2016	5	So the problem was just me playing the older version and this ones perfectly good! Except idk why you want permission to acces contacts and media folder and so when you don't even require it....  overall good work!	-	UP
3A6QU9xcFRPR1B2UkVZeWdZYjZ1R0l2dnc5a2RLWFZpN1hSbVVtZWFDb2I4RTdrLXo2R19jd1hHNXR3dFh4Yy1DeWJoU25teUVBTWlzTTVEZnhjT3hUTEg0	May 6, 2016	5	It's stopped working after update to marshmallow on one plus one, says insufficient app permissions	-	PRB
3A6QU9xcFRPR0YxS0R5S3hUcDVBMDk3OUVlWHF4OFZ3Q0hRQnpBS1NpLXV1QTlJV1NoeVB4aFE0X29qM2FxdVhjVXdYTGdkS0VzWUZQb3BKV2QwZHN5Nldj	September 19, 2016	5	Nice concept, nice design, nicely executed. A more explicit / clear privacy statement would be reassuring.	-	PC
3A6QU9xcFRPR0tpVlZ6TmdRTUphQzdnNVptT3RIem1NUmVwbndVTUNiVWc4akFoeUdpNTN0U3g4aGtLcTZJQjBRUldxczFOdnNfQk56QndpOWJWYUhNQTVZ	February 5, 2016	5	There are quite a few mail clients, but what most don't mention is that they have a cloud based component that generally stores your username and password.  Your email is also synchronized/indexed on the servers to provide the search functionality.  Even though this might provide additional functionality that the IMAP, SMTP and other servers don't provide out of the box, this is also a major security and privacy concern.  What I really like about Nine is that all functionality relies only on what's on your device and what your email servers provide.  I like the look and feel of the application, and the friendly conversation view.  I would definitely recommend it to others.	+	NR
3A6QU9xcFRPR0RveVo5YmQ4emoxZ2VGMFVnclMxTFBKNkFQcFU1VkFKWE5aNXZsOWNCVzE4X2ZBUjdTejZJWFRSYzJpTW9reWxhUV9TU3g0MWJfWThoRW44	August 13, 2016	5	Less permission being sought.	-	TMP
3A6QU9xcFRPR0RlZXlqWnVZWTBMWTVva2dTalZacHYzTDVrR3haelVQM2lBQnBSbkk5ZzJFMjJSTzJlMm9IdnNFWmZ0RDIxQTdfcWo5bE8ydk9MQU1kNXZZ	November 28, 2016	5	Gonna NEED this soon in the UK for privacy.	+	NR
3A6QU9xcFRPR0NYUk11dHRBU2UwZTZ6SHRpbnJCZEtpVk9qMjJVZ1pVSUs5bFRsM0duemNXa2RLNTBpUkZNTzdpelptdi12QTFqTC1PQURrTllUSi1YWFhR	May 20, 2016	5	Easy to use VPN that respects your privacy and rights without slowing your connection to a crawl. From keeping your online banking secure to preventing mass data collection by ISPs our governments. Really is worth paying a small subscription fee for quality service.	+	PP
3A6QU9xcFRPR0MwZmtlby1VeTVaVzE1VWhUVS16MHE5RTU4LTdvVVN1cHhmZ014MEFhSXpVVU1OY1BRM0pzOTktNGlWRmhVcWNTVEdVTmtpcV9qWUxZazhz	August 12, 2016	5	No invasive permissions	+	MiP
3A6QU9xcFRPR0dZWWxqOEMwdzNKOFdpTUNPZHpMWnVZUFVkcUNObWdhbkZob0JNM1JDbzFjdmhjTm1IY1JqWTZBTjdHT01oQXJMZ1JHakNsZ21RNUxlZVhv	July 1, 2016	5	Exactly what I was looking for. When it sees a URL it offers to open in the default browser or copy to the clipboard. It doesn't open automatically (phishing and junk risk) or open in its own browser (who needs another one?). The only permission it wants is the camera, which is all it needs.	+	MiP
3A6QU9xcFRPR05VbzRiOTc4eEJMbmtVYXBjM0FHSXBPYTlnMzh2a1FWY0M1UEljRW80UGFjRWVGaXl6ekFsU0NNbHhhLW8zOHJnMmVXa2xONURXSGNlbWRj	May 10, 2016	5	I really appreciate apps that don't take pictures video and audio for what they call market research. Makes you wonder what those apps do with all the kitty porn they get without permission. This app might record what you watch but I think that's about it. I was impressed when i looked at the permissions with a permission manager. If you want to see what a spy app looks like just look at chrome browser. They are high jacking the webpages of were you go and I can prove it. Good job FXNOW for a trustworthy ap	+	PP
3A6QU9xcFRPR05sTXc3TU1ZLUdIZktfbXk3RkdvRTVjaDJOS29KZ1gxTjVNM0pPVlBUbXM0cU0tcDhJX3JvTzdJQmUzOGpXcHktRkFxdXY2bzhjSGQ2enVJ	April 24, 2016	5	You should allow users the option to buy ads free version. Besides that good app.  To those of you complaining about the camera permission and your privacy. What privacy? You live in America and there is no such thing as privacy. It's a flashlight app that uses your camera flash to function. Isn't it obvious that it needs it to run.	+	MiP
Z3A6QU9xcFRPSHZTWTIxNWdKV3NuemYtNElqVUJxT0ViSFdhYlBFejFCaFdncUNJVXU0Y2hTeXczbVVPZWVYeUN4OFBJeHdodVphTjk1d1gyaFBQa0pkWkE	January 9, 2016	4	After upgrading it hasn't recorded my steps in the last two days. Checked permissions and everything seems fine. Great app but a bit disappointed.	-	NR
Z3A6QU9xcFRPSHNoTm1vMllQQVlub2picGE1d1NjbjI2R3E1UlJOTkFZU2g3cUtOcDdJRE1Yd2hPU25pb0tUcmdnbUd2QllxVU5pbGcyZmJCMU9RcFd5S3c	October 4, 2016	4	A little slow to report. Reports information over 24hrs later. Downloaded app times aren't accurate. I guess it's completed time, so it looks like kids are in phone later than they really are. Would also like to have text content, but I'm sure there are some privacy laws against that, although if the government can see my texts, why can't I see my kid's texts?	-	NR
Z3A6QU9xcFRPSHI1OUhWN0MyOXFsUHVVNFBQajJKZWRHSmZCZWpPLTQ0Q3hwREFmZE5PUXFERjhzSUF2b2wtS0I3OS1fMm5SOFJrOVRwVUJIZHJrbk1kTEE	August 29, 2016	4	Should set the permission to use device location manually (in Xperia Z3 Compact). But everthing is OK and better UI. Good job! You should update the app so the app automatically asks for permission, not set manually by user :)	+	PRB, SP
Z3A6QU9xcFRPSHdTZGhhRXhvQl90cEI5VDd4UjZDeXg4bW5NZEo3UkVFemxmcXRNa0NJSmFMUDdQalpNT1pSM2dqWDdRR0FfSkQtZm5CN3pOdlRVNURCM0E	May 18, 2016	4	But it crashes my tablet when I give it root permission on Android 5.0. I just wanna record internal audio but I cant do that if it crashes my tablet when I give it root permission.	+	NR
Z3A6QU9xcFRPSGRPaWVkemJ1UU43bm0yalEwMU1Pd29kTlEwdDdUZDlsbkVhZlFWVkUxYnNPanAxZkZ1ckRIT2R5bG53NXAzQ0h0WXAxWDFhN0tMZmZHT2c	May 22, 2016	4	Thanks for the explanation of the permissions used.  Most companies/apps that request excessive permissions don't, leaving users suspicious of their motives.	+	PP
Z3A6QU9xcFRPSG82eDcySmEtbi1GMjMtaGtnRmw5TjlqUjhzU0ctUE5OSTdUOFQxemwzNkEyTFpiMVNXcUpUQzlWME9LV1JmOS1xTWNmd1pLOF9zTEtqQ2c	September 1, 2016	4	Fun. Do not like the permission levels of the game.	-	NR
Z3A6QU9xcFRPSFZzbUdWdzRXWmVkckZfMHdYbzI2dlRGS19BNkIwY19Hb3FWdk15THdWOEZCUFdRY2NZX1NLeGROLW5UcWlwZXNXM0VFM1h6RTYyR3JHMmc	January 31, 2016	4	I was about to give one star for this app because I couldn't get it to work on my nexus 6p. The app says unfortunately stopped working every few seconds and you've got to uninstall it immediately! I was so confused cuz it works fine on my nexus 5. Today I came across one comment from staff in the reviews saying that the app should have permission to access the contacts. I did that and it worked! I like this app for customizing my watch face and if they fix the issue for nexus 6p it deserves 5 star.	-	PRB, FU
Z3A6QU9xcFRPSFFDcUdGQ0pTU1pQcGpNaVRaLWZJamJ1VnZfVHBjTDU2VzRrS3k0ZDNGZktXZXZKSVZjeElLVTRhNVFLcUpWelZva3ZPRVpLMmtKenU1dmc	June 22, 2016	4	I sent in 2 suggestions and got the fastest response from the team. They are fast and take every suggestion seriously. I'm pressed with the overall privacy and the fact that you're not navigating advertising and choose who's part of your group. Awsome once you get the hang of it.	+	PP
Z3A6QU9xcFRPSFE3UDJaMzJ3bkQyU0RCd0txMTI2aFFCODRjd05mZzNxRzRCcEFnb2hyLUw5STE2T2FGNUV4dEV1R3JXYkE4ajdhMVB6MGNQeF9GNkhjV2c	November 6, 2016	4	Working on my Nexus 5 with an AOSP build of Nougat.  On my Nexus 10 with omnirom marshmellow it doesn't appear to find my location, even though permissions granted and high accuracy switched on. The menu just says 'allow location access...' whereas the Nexus 5 shows the co-ordinates once its found them.  That said, the Nexus 10 has switched to night time mode at sunset....	-	PRB
Z3A6QU9xcFRPSFBFXzJLOGVlRUd6VkNabVltUzU3c0pvd2oyT0t4Mm0xb2g1bllpREtPR1NzU044d0hMd1J6UWk1eElMNmlmNTluMUFQOHNTRnB1VnFuMmc	September 16, 2016	4	And it's a very good app but it could be made so much better if there was an option to change the notification sound... or at least be able disable the GODDAMNED VIBRATION. It also wants too many unnecessary permissions but it's not a problem if the OS is Android 6.0 or higher.	-	TMP
Z3A6QU9xcFRPSEZQemFTMHpLX095UTloZXN4U2JOaS1CekcxYkRIMVliZl9EMUVRNUVMSWpwYUg2R3NBY2w4aGhKemNLT2pGaEwzZ2pfZU5BV1lzTGEwMlE	May 27, 2016	4	Why do you need permission to take video and photos?	-	UP
Z3A6QU9xcFRPSEVaVUJ5d2ZnMjd4c294TUxoNHNTRlp2QUYxUG1aR1NEODdWUm5PV3phNGRYU2NOT01qMnBZd1Bhdlh3aWdaNTB3TlpuTVF1UVR3NmxZQ1E	March 15, 2016	4	Very easy app to use. The privacy is nice. I like the concept coffee and begals..	+	PP
Z3A6QU9xcFRPSElpSGFPWmZxd0ptbTZTcGVfXzBYNTl5ODJ1U2VSMnhBYm9ROUxoTEFHdkZvREJRTk1SZkFLd2tUWG1kUDR6S3pjRTVBeVVPNEJ3aTk5alE	August 21, 2016	4	Risk level is based on how many permission the apps have on your phone	-	UP
Z3A6QU9xcFRPSDdXNlpIbFFyXzZ2RV9ENEw0eDBPWmM3elktZDROcnFlZjdOZjF1b2xqRHlDNXoyWDFWTzZXRTVLM1pZYlVyNFMwZXBxUUpDQ3A3OUpwd2c	November 16, 2016	4	Now we can put building and decoration in storage! Yeah! One more thing is that I want to have notification when the task finished. At first permission I choose no but I can't reverse the action from option menu or anything	-	PC
Z3A6QU9xcFRPRzYzT3dSVHc0RGhJaTgtdk9VODNMVWZLWk01YS1XM29pOUd6Zk1hTDBBU1RTSXRkdm5jOGg2aVh1VVpEZUotZDI0cUFLd3o5NFNkdXhRc3c	January 15, 2017	4	strange permissions	-	UP
Z3A6QU9xcFRPRzRtc2h6cVV6ZDVOU0syd1ZTME5NYzVKdkxnWTJnMnhNYTNxMTJqMXBwY2JkdWdGVUlfcVE5bkk5VklzZndWUzZQS0I5N09HLVNnVTZxaHc	January 6, 2016	4	Why does it show the actual address of the users. It lacks privacy and anonymity	-	PC
Z3A6QU9xcFRPRzNDbzB3VXpBQkphZDBNUEFlalNidmNrR1RhODRXYjFEclJ4X2ZuUndoRVV6NVFwNllaS3FtNGptVFhiY0h2ZXA5TjROa2c2U05ULV8zaFE	January 18, 2017	4	The app should ask for location permissions but since it doesn't to enable Current Location:  Settings > Locations > Ensure it's on.  Then:  Settings > Apps > CapMetro > Permissions > Enable Location	-	PRB, SP
Z3A6QU9xcFRPRXNZWlR5eXpJNDBoNXVmWXp1UldHZ0V2MXVVOTdyTnNXc0UzRWR4S2wyb2VGdmp6Tm9RUlRXV3FpSm9XeFBXVFVnZGtnalptU0h3YkFfWWc	July 2, 2016	4	I Love Cortana but one easy problem, it's use mic even it was closed or not in use, the other apps tell me that there is another app useing mic and don't work, I remove cortana notification permission to stop it working in background, please repair it.	-	AWP
Z3A6QU9xcFRPRXlvTVVVUExoUFRhTDZzaHZraF9lb0J4U3RLT1Jrb0dCRlRYZl9vcmxzeUhkWXl6LVczS0VkTmZlN0EtSGg1S01jNERpQXJuNGMxV2FBN1E	October 14, 2016	4	Really good search engine, loving having my privacy, my only issue is that I find pages take a while to load on my Nexus 5X. Not sure if anyone else has this problem, but any chance of a patch or fix for this? Thanks	+	PP
Z3A6QU9xcFRPRXBHbUFHeTlDSTd2QnVVUmdiUGxnbGJsOW1iQ25ONWhza2I5VEN2R0tRLTBNTEd4NmQweUttRDV1TkJPa0xmNFBfWERzV1hISlh5aVZrTWc	January 5, 2016	4	Why does the app need access to my contacts and calling??? Edit: Lol awesome response, but I still don't get the permissions	+	UP
Z3A6QU9xcFRPRWxzODYtTUVmWUk5QmtXaEFKQXhJWTBIUnVJaTg1akJOeWxwVDhsMEhMOXB5V09TU3M0YW1sWVlsa3FUaGdGeW1ZVlozSUFVSlUxYk1WaXc	August 16, 2016	4	Very accurate app, but it used to never ask for permission when creating the icon. I was wondering why it does now?	-	UP
Z3A6QU9xcFRPRVVESnlPUVRkeGRYQUFMb09Seklnb2g4OGRQeVRHMTctWkhNNkhXRUYtSmVoUVkyVWp6ZGstNGh4MDloWm1CUEpUUTVSSkpNSk5hU211WHc	June 10, 2016	4	Works fairly well for what I need. Wonder why permissions now ask to make and receive phone calls, though. Better accuracy would be nice, too.	+	UP
Z3A6QU9xcFRPRVRVcDJvSjJZRVRUZUFMaDA5UVJPdGg5T2Y1UW84Q0hLX3BDOHQ2LVAwUG5lR1h6QlYyLXBGaE9WZzRSR2NWY2REdWJvWTQ2ZG1ON1hxOUE	December 19, 2016	4	Only issue is that it's a little hard to navigate and it uses WiFi but doesn't say so in the permissions the app requires.	-	PC
Z3A6QU9xcFRPRVRCS0NtZkRFdVowRm96alVSTWk3YW5sMkkxMWFCY3czRkh6QkI4YWVNa091VnNjb21oeXBlWXVQQkZpdmdIdHlfTmFNWkg2V0VxWWZUaXc	January 1, 2016	4	Hate adverts, why is the in all purchase permission needed if there isn't a way to get an ad free version?	-	UP
Z3A6QU9xcFRPRV9temZpeThzLTBLSG1uUXpnVGhzT2RxVGVKbEU1X1NMVFR2bS0xaDdlNHcteVhfdW50SHVQbnFiT2FOd2lncVhqcTF6UjJMU2VHMG91YlE	June 15, 2016	4	Everybody would benefit from meditation, needs some bugs worked out on the player department and could also go for being less invasive with the permissions.	-	TMP
Z3A6QU9xcFRPRTNqYmpOZjFnczBEYXAwZ1hKZlJOYWpvZm9GSHhkUFh2ZFprdTFtbE8zaGdXaXQ2ZzRjUXBNcFp0ZnVibGZ6dmlrbG92NE1oRkRyZlZmMVE	March 16, 2016	4	Privacy star	+	PP
Z3A6QU9xcFRPRThJSmJoZ2NXZ3ZmSjh3ZjQ3UkFGTHBmbGtyS0kzMkZ6VURkVjkwX0F5ZmVUeTJBdFVvMVFnaVFlaXJDQ2dJbXdDSk5RS3liVVBSWDR0ZWc	August 30, 2016	4	App won't download any books to my new phone (Moto G series 4) even though logged in correctly. Had no problem with the previous Moto G 1st generation. So for me it's unusable.  EDIT: Help from support got it working. Android 6 needs a permission request granted. Not needed on my earlier devices. Look for a message at the bottom of the screen.	-	PRB
Z3A6QU9xcFRPRTFic1ByQjk5cTV0Z2xqaVA3Q0JVYW9zSWdmdGlMWnJlNkV6OFNUWVVwdWVuNHl6cEJIN2VVeDFualkzMS1xRndYT0Frbm5lYzFvZlZpT0E	February 17, 2017	4	Why does the app need so many permissions?	-	TMP
Z3A6QU9xcFRPRnRMbnhNUWZnTWhZcHFBUzFoRVNUU3ExUnB5clJIeG91VWszX2ZScTVtYm5PbTdHZEFwc3YtN3hna3haOTRqZEYtNE9QaXhXUk1GVnVCeHc	June 17, 2016	4	Works well. Bonus: this app only requires the permissions it needs and no more.	+	MiP
Z3A6QU9xcFRPRmw3d2Qxbkc0blF6VmZqWkhqYTZMME1uX2x3cm0xenppN1F4UWlUcW5SajRrQWZmTFEzRWo1WjhPSV9MOVE4VW9uWjlIMmo1WUZ6RnVaTXc	November 10, 2016	4	Aside from my privacy concerns, as I have with anything that records your cut/copy and paste, ClipStack is perfect.	-	PC
Z3A6QU9xcFRPRmVaWW1GWWczU3dJS3c5S3NBZ1hBN0d5REVwOW9yZ041N0d4ZlAxNkNrVGozanRpVlNVR3d2OHh5Vk5kZ2t2SDV0aGowendna3FZcU1XN1E	February 24, 2017	4	App is now broken by Google's screen overlay permission settings.  Since you cannot give the app the required permission (setting is greyed out), it simply will not run. Pity. It was a good app, now ruined by Google.	-	PRB
Z3A6QU9xcFRPRmtLcVZPbE9XbzBrMW1qWWcxOU1FWXUzbkZuQXpWNkkzUm1VUEg2eGUxV1Zfa2tKYmd0VmNZdnlmQktneDZSbjBTTXhtZFRyelZlT0ZuQlE	August 17, 2016	4	Initially had problems with logging in and then it started working. Does the basics well. Note for lollipop and Marshmallow Android users, the app does not set program permissions for phone, sms, etc. Need to add manually via Android settings and apps manager. It would be better if it integrated with Google Fit and/or Myfitnesspal. This would fill in any function gaps, especially effecting non Chinese users. automatically. Especially first thing after sleep, to record resting heart rate.	+	PRB, SP
